"FileName","PValue","MeanInconsistent","MeanConsistent","Condition"
"Study_gergEtAl1995_Epochs_700_exp2_LR_.08.txt",0.0000302182867534922,332.44132,300.688946,"Experiment 2"
"Study_gergEtAl1995_Epochs_700_exp2_LR_.09.txt",0.531205642663925,335.982814,331.045332,"Experiment 2"
"Study_gergEtAl1995_Epochs_700_exp2_LR_0.1.txt",0.250067671778618,368.85805,359.253472,"Experiment 2"
"Study_gergEtAl1995_Epochs_700_exp2_LR_0.5.txt",0.00440190795231529,468.524036,483.158926,"Experiment 2"
"Study_gergEtAl1995_Epochs_800_exp2_LR_.05.txt",0.00000284744789087009,238.370852,202.869598,"Experiment 2"
"Study_gergEtAl1995_Epochs_800_exp2_LR_.07.txt",0.00204315097710947,316.292896,289.18357,"Experiment 2"
"Study_gergEtAl1995_Epochs_800_exp2_LR_.08.txt",0.000265719286326293,333.216284,303.83003,"Experiment 2"
"Study_gergEtAl1995_Epochs_800_exp2_LR_.09.txt",0.00216254725127059,342.620442,318.718824,"Experiment 2"
"Study_gergEtAl1995_Epochs_800_exp2_LR_0.1.txt",0.0283242080821969,373.20869,355.146666,"Experiment 2"
"Study_gergEtAl1995_Epochs_800_exp2_LR_0.5.txt",0.00482706756220798,480.9798058,499.35669,"Experiment 2"
"Study_gergEtAl1995_Epochs_900_exp2_LR_.05.txt",0.0325688843928233,247.564612,230.71045,"Experiment 2"
"Study_gergEtAl1995_Epochs_900_exp2_LR_.07.txt",0.00142699912029646,323.523104,292.105894,"Experiment 2"
"Study_gergEtAl1995_Epochs_900_exp2_LR_.08.txt",0.0617990611448364,350.47284,333.811274,"Experiment 2"
"Study_gergEtAl1995_Epochs_900_exp2_LR_.09.txt",0.0000353680857342424,384.388684,348.675532,"Experiment 2"
"Study_gergEtAl1995_Epochs_900_exp2_LR_0.1.txt",0.0180605530030268,387.899374,367.685788,"Experiment 2"
"Study_gergEtAl1995_Epochs_900_exp2_LR_0.5.txt",0.0959584120798605,448.846392,458.280589,"Experiment 2"
